"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201906042300","성북구","0.022","0.023","0.6","0.003","26",""
"201906050000","성북구","0.019","0.028","0.6","0.002","28","27"
"201906050100","성북구","0.013","0.032","0.6","0.002","27","24"
"201906050200","성북구","0.013","0.029","0.6","0.002","27","23"
"201906050300","성북구","0.015","0.024","0.6","0.002","25","23"
"201906050400","성북구","0.016","0.018","0.6","0.002","27","27"
"201906050500","성북구","0.015","0.022","0.7","0.002","29","29"
"201906050600","성북구","0.017","0.021","0.7","0.002","36","35"
"201906050700","성북구","0.024","0.013","0.7","0.003","40","36"
"201906050800","성북구","0.028","0.011","0.7","0.003","54","39"
"201906050900","성북구","0.027","0.014","0.7","0.003","52","43"
"201906051000","성북구","0.031","0.016","0.9","0.003","70","49"
"201906051100","성북구","0.037","0.021","0.9","0.003","70","59"
"201906051200","성북구","0.047","0.029","1","0.003","67","53"
"201906051300","성북구","0.048","0.036","0.9","0.003","76","56"
"201906051400","성북구","0.043","0.054","0.7","0.003","99","59"
"201906051500","성북구","0.045","0.066","0.7","0.004","104","68"
"201906051600","성북구","0.048","0.064","0.8","0.004","155","95"
"201906051700","성북구","0.039","0.055","0.8","0.004","155","55"
"201906051800","성북구","0.034","0.054","0.8","0.004","97","55"
"201906051900","성북구","0.039","0.05","0.8","0.004","66","42"
"201906052000","성북구","0.051","0.04","0.9","0.004","73","47"
"201906052100","성북구","0.061","0.03","0.9","0.004","73","47"
"201906052200","성북구","0.048","0.034","0.9","0.004","76",""
"201906052300","성북구","0.041","0.022","0.8","0.004","54","41"
"201906060000","성북구","0.033","0.023","0.8","0.003","54","41"
"201906060100","성북구","0.031","0.024","0.8","0.003","","45"
"201906060200","성북구","0.027","0.022","0.8","0.003","","40"
"201906060300","성북구","0.021","0.024","0.8","0.003","48","44"
"201906060400","성북구","0.021","0.022","0.8","0.003","","53"
"201906060500","성북구","0.025","0.018","0.9","0.003","","66"
"201906060600","성북구","0.024","0.016","0.9","0.003","64","61"
"201906060700","성북구","0.033","0.011","0.9","0.003","65","61"
"201906060800","성북구","0.039","0.011","0.9","0.003","63","63"
"201906060900","성북구","0.039","0.02","1","0.003","74","70"
"201906061000","성북구","0.047","0.024","1","0.004","81","67"
"201906061100","성북구","0.057","0.018","1","0.004","88","76"
"201906061200","성북구","0.054","0.024","1.1","0.004","86","69"
"201906061300","성북구","0.048","0.033","1.1","0.004","87","69"
"201906061400","성북구","0.056","0.029","1.1","0.004","87","69"
"201906061500","성북구","0.053","0.032","1","0.004","87","69"
"201906061600","성북구","0.057","0.025","1","0.003","84","67"
"201906061700","성북구","0.056","0.025","1.1","0.003","80","59"
"201906061800","성북구","0.044","0.026","1.1","0.003","87","74"
"201906061900","성북구","0.035","0.032","1","0.003","85","67"
"201906062000","성북구","0.03","0.046","0.9","0.003","85","67"
"201906062100","성북구","0.021","0.046","0.9","0.002","48","46"
"201906062200","성북구","0.018","0.05","0.8","0.002","38","27"
"201906062300","성북구","0.018","0.046","0.8","0.002","38","27"
"201906070000","성북구","0.018","0.047","0.7","0.002","28","23"
"201906070100","성북구","0.012","0.053","0.7","0.002","27","23"
"201906070200","성북구","0.009","0.052","0.7","0.002","27","25"
"201906070300","성북구","0.007","0.054","0.6","0.002","27","20"
"201906070400","성북구","0.007","0.058","0.6","0.002","20","17"
"201906070500","성북구","0.01","0.054","0.6","0.002","","13"
"201906070600","성북구","0.013","0.05","0.7","0.002","8","9"
"201906070700","성북구","0.021","0.045","0.7","0.002","10","6"
"201906070800","성북구","0.027","0.04","0.8","0.002","12","7"
"201906070900","성북구","0.031","0.036","0.8","0.002","12","7"
"201906071000","성북구","0.026","0.04","0.8","0.002","15","12"
"201906071100","성북구","0.026","0.038","0.7","0.002","15","10"
"201906071200","성북구","","","","","",""
"201906071300","성북구","0.022","0.043","0.6","0.002","","10"
"201906071400","성북구","0.017","0.049","0.5","0.002","20","7"
"201906071500","성북구","0.016","0.051","0.5","0.002","12","10"
"201906071600","성북구","0.016","0.049","0.5","0.002","12","10"
"201906071700","성북구","0.016","0.05","0.5","0.002","12","7"
"201906071800","성북구","0.018","0.049","0.5","0.002","12","8"
"201906071900","성북구","0.025","0.044","0.6","0.002","11","8"
"201906072000","성북구","0.026","0.045","0.6","0.002","12","10"
"201906072100","성북구","0.028","0.041","0.6","0.003","11","8"
"201906072200","성북구","0.023","0.04","0.6","0.002","11","8"
"201906072300","성북구","0.017","0.042","0.5","0.002","9","7"
"201906080000","성북구","0.017","0.04","0.5","0.002","11","10"
"201906080100","성북구","0.015","0.039","0.5","0.002","11","11"
"201906080200","성북구","0.015","0.034","0.5","0.002","20","11"
"201906080300","성북구","0.014","0.033","0.5","0.002","19","11"
"201906080400","성북구","0.015","0.029","0.6","0.002","","16"
"201906080500","성북구","0.02","0.023","0.6","0.002","23","15"
"201906080600","성북구","0.022","0.019","0.6","0.002","20","13"
"201906080700","성북구","0.029","0.014","0.6","0.003","22","14"
"201906080800","성북구","0.03","0.02","0.6","0.003","32","19"
"201906080900","성북구","0.029","0.025","0.7","0.003","32","16"
"201906081000","성북구","0.026","0.033","0.6","0.003","32","18"
"201906081100","성북구","0.031","0.033","0.7","0.003","35","18"
"201906081200","성북구","0.028","0.039","0.7","0.003","41","21"
"201906081300","성북구","0.025","0.048","0.6","0.003","27","13"
"201906081400","성북구","0.034","0.043","0.5","0.003","40","18"
"201906081500","성북구","0.031","0.047","0.5","0.003","39","20"
"201906081600","성북구","0.034","0.053","0.5","0.003","",""
"201906081700","성북구","0.034","0.06","0.6","0.003","",""
"201906081800","성북구","0.028","0.068","0.6","0.004","55",""
"201906081900","성북구","0.027","0.06","0.7","0.005","44","35"
"201906082000","성북구","0.03","0.049","0.7","0.005","30","20"
"201906082100","성북구","0.025","0.05","0.7","0.004","30","19"
"201906082200","성북구","0.028","0.041","0.7","0.004","34","19"
"201906082300","성북구","0.031","0.036","0.8","0.003","46","31"
"201906090000","성북구","0.028","0.038","0.7","0.003","46","34"
"201906090100","성북구","0.026","0.035","0.7","0.003","50","34"
"201906090200","성북구","0.023","0.033","0.7","0.003","59","42"
"201906090300","성북구","0.02","0.033","0.7","0.003","69","48"
"201906090400","성북구","0.018","0.035","0.7","0.003","55","44"
"201906090500","성북구","0.018","0.03","0.7","0.003","52","44"
"201906090600","성북구","0.021","0.026","0.8","0.003","58","40"
"201906090700","성북구","0.022","0.028","0.8","0.003","54","39"
"201906090800","성북구","0.024","0.027","0.8","0.003","54","41"
"201906090900","성북구","0.026","0.032","0.7","0.004","74","44"
"201906091000","성북구","0.026","0.04","0.7","0.005","78","52"
"201906091100","성북구","0.023","0.052","0.7","0.005","62","47"
"201906091200","성북구","0.021","0.064","0.6","0.005","53","38"
"201906091300","성북구","0.02","0.073","0.7","0.005","50","37"
"201906091400","성북구","0.018","0.075","0.6","0.004","55","38"
"201906091500","성북구","0.015","0.078","0.6","0.004","55","35"
"201906091600","성북구","0.016","0.074","0.6","0.004","55","35"
"201906091700","성북구","0.015","0.069","0.6","0.003","41","33"
"201906091800","성북구","0.015","0.066","0.6","0.003","45","26"
"201906091900","성북구","0.012","0.063","0.6","0.003","33","26"
"201906022000","송파구","0.032","0.057","0.5","0.003","31","17"
"201906022100","송파구","0.028","0.061","0.5","0.003","42","15"
"201906022200","송파구","0.035","0.051","0.7","0.003","38","15"
"201906022300","송파구","0.034","0.048","0.5","0.003","42","15"
"201906030000","송파구","0.029","0.044","0.5","0.003","30","14"
"201906030100","송파구","0.051","0.02","0.6","0.003","29","14"
"201906030200","송파구","0.054","0.011","0.6","0.003","28","15"
"201906030300","송파구","0.059","0.004","0.6","0.003","36","21"
"201906030400","송파구","0.047","0.01","0.5","0.003","32","17"
"201906030500","송파구","0.053","0.004","0.5","0.003","30","21"
"201906030600","송파구","0.051","0.006","0.5","0.003","28","22"
"201906030700","송파구","0.049","0.006","0.5","0.003","30","18"
"201906030800","송파구","0.049","0.011","0.6","0.003","39","17"
"201906030900","송파구","0.054","0.016","0.6","0.003","42","23"
"201906031000","송파구","0.038","0.043","0.5","0.004","37","17"
"201906031100","송파구","0.036","0.049","0.5","0.004","41","20"
"201906031200","송파구","0.04","0.049","0.5","0.004","43","24"
"201906031300","송파구","0.037","0.062","0.5","0.005","56","31"
"201906031400","송파구","0.019","0.07","0.4","0.003","39","17"
"201906031500","송파구","0.015","0.077","0.3","0.003","37","22"
"201906031600","송파구","0.019","0.086","0.4","0.003","48","23"
"201906031700","송파구","0.021","0.092","0.4","0.004","49","26"
"201906031800","송파구","0.023","0.102","0.4","0.003","62","29"
"201906031900","송파구","0.024","0.108","0.4","0.004","63","34"
"201906032000","송파구","0.034","0.085","0.4","0.004","60","25"
"201906032100","송파구","0.043","0.069","0.5","0.004","64","28"
"201906032200","송파구","0.055","0.045","0.5","0.005","70","26"
"201906032300","송파구","0.047","0.032","0.6","0.006","47","18"
"201906040000","송파구","0.046","0.024","0.6","0.005","36","18"
"201906040100","송파구","0.042","0.022","0.7","0.004","28","16"
"201906040200","송파구","0.037","0.024","0.6","0.005","36","17"
"201906040300","송파구","0.032","0.025","0.4","0.005","35","23"
"201906040400","송파구","0.036","0.021","0.4","0.005","30","29"
"201906040500","송파구","0.039","0.017","0.5","0.004","31","24"
"201906040600","송파구","0.041","0.016","0.5","0.004","31","23"
"201906040700","송파구","0.045","0.017","0.5","0.004","33","26"
"201906040800","송파구","0.047","0.023","0.5","0.005","36","22"
"201906040900","송파구","0.038","0.032","0.5","0.005","41","19"
"201906041000","송파구","0.027","0.039","0.5","0.006","","19"
"201906041100","송파구","0.027","0.041","0.4","0.005","25","17"
"201906041200","송파구","0.023","0.051","0.3","0.003","25","16"
"201906041300","송파구","0.022","0.06","0.3","0.003","26","15"
"201906041400","송파구","0.016","0.055","0.3","0.003","18","12"
"201906041500","송파구","0.018","0.054","0.3","0.003","19","10"
"201906041600","송파구","0.018","0.044","0.3","0.003","23","11"
"201906041700","송파구","0.018","0.042","0.2","0.003","27","12"
"201906041800","송파구","0.018","0.038","0.3","0.003","24","11"
"201906041900","송파구","0.018","0.032","0.2","0.003","19","13"
"201906042000","송파구","0.019","0.026","0.3","0.002","17","11"
"201906042100","송파구","0.03","0.016","0.3","0.002","18","13"
"201906042200","송파구","0.026","0.019","0.3","0.003","21","13"
"201906042300","송파구","0.026","0.019","0.3","0.002","25","22"
"201906050000","송파구","0.02","0.023","0.3","0.002","","20"
"201906050100","송파구","0.016","0.031","0.3","0.003","32","28"
"201906050200","송파구","0.014","0.031","0.3","0.002","39","34"
"201906050300","송파구","0.016","0.027","0.3","0.002","40","38"
"201906050400","송파구","0.016","0.026","0.3","0.002","42","39"
"201906050500","송파구","0.015","0.025","0.4","0.002","48","42"
"201906050600","송파구","0.017","0.024","0.4","0.002","55","49"
"201906050700","송파구","0.02","0.022","0.4","0.003","54","47"
"201906050800","송파구","0.025","0.019","0.4","0.002","56","47"
"201906050900","송파구","0.03","0.016","0.4","0.002","68","50"
"201906051000","송파구","0.031","0.017","0.4","0.002","68","50"
"201906051100","송파구","0.032","0.023","0.4","0.003","68","53"
"201906051200","송파구","0.036","0.028","0.5","0.003","70","48"
"201906051300","송파구","0.041","0.038","0.5","0.002","66","43"
"201906051400","송파구","0.048","0.055","0.5","0.003","74","44"
"201906051500","송파구","0.049","0.072","0.5","0.003","78","54"
"201906051600","송파구","0.049","0.074","0.6","0.005","97","65"
"201906051700","송파구","0.044","0.08","0.6","0.005","81","53"
"201906051800","송파구","0.04","0.082","0.5","0.004","75","51"
"201906051900","송파구","0.044","0.075","0.5","0.004","86","52"
"201906052000","송파구","0.046","0.062","0.6","0.005","77","46"
"201906052100","송파구","0.053","0.042","0.7","0.006","69","47"
"201906052200","송파구","0.039","0.043","0.5","0.005","56","39"
"201906052300","송파구","0.056","0.021","0.6","0.005","","44"
"201906060000","송파구","0.059","0.013","0.6","0.005","63","45"
"201906060100","송파구","0.059","0.006","0.6","0.005","56","44"
"201906060200","송파구","0.034","0.02","0.7","0.003","53","37"
"201906060300","송파구","0.03","0.017","0.6","0.003","43","38"
"201906060400","송파구","0.035","0.011","0.6","0.003","49","35"
"201906060500","송파구","0.039","0.006","0.6","0.003","52","38"
"201906060600","송파구","0.042","0.005","0.6","0.004","61","46"
"201906060700","송파구","0.042","0.006","0.6","0.004","62","49"
"201906060800","송파구","0.042","0.012","0.6","0.004","69","53"
"201906060900","송파구","0.051","0.011","0.7","0.004","75","58"
"201906061000","송파구","0.052","0.017","0.6","0.004","86","59"
"201906061100","송파구","0.038","0.034","0.6","0.004","80","53"
"201906061200","송파구","0.04","0.032","0.6","0.004","72","55"
"201906061300","송파구","0.036","0.042","0.6","0.006","80","60"
"201906061400","송파구","0.038","0.044","0.6","0.005","75","53"
"201906061500","송파구","0.041","0.042","0.6","0.004","86","60"
"201906061600","송파구","0.045","0.04","0.6","0.004","87","57"
"201906061700","송파구","0.05","0.034","0.7","0.003","75","60"
"201906061800","송파구","0.046","0.034","0.6","0.003","83","60"
"201906061900","송파구","0.036","0.038","0.6","0.003","83","54"
"201906062000","송파구","0.02","0.055","0.5","0.003","60","50"
"201906062100","송파구","0.015","0.059","0.4","0.002","30","23"
"201906062200","송파구","0.023","0.045","0.5","0.003","37","31"
"201906062300","송파구","0.013","0.055","0.3","0.002","","27"
"201906070000","송파구","0.011","0.056","0.3","0.003","25","20"
"201906070100","송파구","0.009","0.061","0.3","0.002","22","13"
"201906070200","송파구","0.007","0.062","0.3","0.002","","18"
"201906070300","송파구","0.006","0.061","0.3","0.002","18","16"
"201906070400","송파구","0.005","0.063","0.3","0.002","","14"
"201906070500","송파구","0.005","0.066","0.2","0.002","9",""
"201906070600","송파구","0.011","0.06","0.3","0.002","6","5"
"201906070700","송파구","0.012","0.063","0.3","0.002","7","9"
"201906070800","송파구","0.027","0.049","0.4","0.002","8","9"
"201906070900","송파구","0.03","0.046","0.4","0.002","","9"
